CustomerID,SignupDate,Plan,MonthlyFee,AcquisitionChannel,MarketingCost,Churn,ChurnDate,count of yes ,count of no,total customer,churn rate,total revenue,arpu,lost due to churn,cltv
53870,17-07-2024,Basic,999,Paid Ads,237,Yes,27-02-2025 00:00,,,,,,,,
53871,12-04-2023,Basic,999,Referral,729,Yes,28-02-2024 00:00,,,,,,,,
53872,04-08-2023,Pro,2499,Organic,717,Yes,04-03-2024 00:00,,,,,,,,
53873,13-03-2024,Basic,999,Organic,1671,No,,,,,,,,,
53874,30-11-2024,Basic,999,Referral,1169,No,,,,,,,,,
53875,22-07-2024,Basic,999,Organic,1739,Yes,11-06-2025 00:00,,,,,,,,
53876,12-07-2024,Basic,999,Social Media,489,No,,,,,,,,,
53877,08-06-2023,Basic,999,Social Media,1487,Yes,06-12-2023 00:00,,,,,,,,
53878,03-05-2024,Pro,2499,Referral,459,No,,,,,,,,,
53879,16-11-2024,Enterprise,7999,Organic,681,No,,,,,,,,,
53880,30-08-2023,Basic,999,Social Media,306,No,,,,,,,,,
53881,05-01-2023,Pro,2499,Referral,1856,Yes,05-07-2023 00:00,,,,,,,,
53882,18-08-2024,Basic,999,Social Media,700,No,,,,,,,,,
53883,27-12-2023,Basic,999,Referral,1078,Yes,06-02-2024 00:00,,,,,,,,
53884,03-04-2024,Enterprise,7999,Paid Ads,614,No,,,,,,,,,
53885,05-09-2023,Pro,2499,Paid Ads,909,Yes,24-04-2024 00:00,,,,,,,,
53886,19-07-2024,Enterprise,7999,Referral,1489,No,,,,,,,,,
53887,03-11-2024,Basic,999,Paid Ads,537,No,,,,,,,,,
53888,26-02-2024,Basic,999,Paid Ads,1354,No,,,,,,,,,
53889,15-01-2023,Pro,2499,Organic,1546,No,,,,,,,,,
53890,26-07-2024,Pro,2499,Paid Ads,568,No,,,,,,,,,
53891,02-05-2023,Basic,999,Organic,729,Yes,19-10-2023 00:00,,,,,,,,
53892,04-10-2023,Enterprise,7999,Paid Ads,1434,No,,,,,,,,,
53893,11-07-2024,Pro,2499,Paid Ads,494,No,,,,,,,,,
53894,28-03-2024,Basic,999,Social Media,213,No,,,,,,,,,
53895,25-01-2024,Pro,2499,Referral,1325,No,,,,,,,,,
53896,21-10-2023,Pro,2499,Paid Ads,562,No,,,,,,,,,
53897,27-07-2024,Basic,999,Referral,641,No,,,,,,,,,
53898,20-08-2024,Enterprise,7999,Referral,1487,No,,,,,,,,,
53899,21-03-2024,Basic,999,Social Media,346,Yes,24-04-2024 00:00,,,,,,,,
53900,29-07-2023,Basic,999,Referral,1716,No,,,,,,,,,
53901,12-08-2024,Enterprise,7999,Referral,1369,Yes,27-06-2025 00:00,,,,,,,,
53902,14-12-2024,Enterprise,7999,Paid Ads,1307,No,,,,,,,,,
53903,29-10-2023,Pro,2499,Social Media,1536,Yes,23-12-2023 00:00,,,,,,,,
53904,11-08-2023,Enterprise,7999,Referral,372,Yes,16-07-2024 00:00,,,,,,,,
53905,03-01-2023,Pro,2499,Paid Ads,644,Yes,14-10-2023 00:00,,,,,,,,
53906,01-06-2024,Enterprise,7999,Social Media,1737,No,,,,,,,,,
53907,03-04-2023,Basic,999,Paid Ads,1400,Yes,26-09-2023 00:00,,,,,,,,
53908,03-06-2024,Pro,2499,Social Media,722,No,,,,,,,,,
53909,03-03-2024,Pro,2499,Social Media,1622,Yes,28-07-2024 00:00,,,,,,,,
53910,07-05-2024,Basic,999,Organic,817,No,,,,,,,,,
53911,23-08-2023,Pro,2499,Organic,877,Yes,28-07-2024 00:00,,,,,,,,
53912,11-09-2024,Pro,2499,Organic,1120,Yes,09-04-2025 00:00,,,,,,,,
53913,10-06-2023,Pro,2499,Referral,589,No,,,,,,,,,
53914,21-12-2024,Basic,999,Paid Ads,314,No,,,,,,,,,
53915,27-11-2023,Pro,2499,Social Media,1226,No,,,,,,,,,
53916,29-11-2023,Basic,999,Paid Ads,1930,No,,,,,,,,,
53917,19-02-2023,Basic,999,Referral,689,Yes,11-07-2023 00:00,,,,,,,,
53918,06-06-2024,Enterprise,7999,Organic,274,Yes,27-05-2025 00:00,,,,,,,,
53919,29-10-2024,Pro,2499,Organic,1977,No,,,,,,,,,
53920,06-05-2024,Basic,999,Paid Ads,151,No,,,,,,,,,
53921,04-08-2024,Basic,999,Paid Ads,396,No,,,,,,,,,
53922,11-11-2024,Pro,2499,Social Media,274,Yes,18-03-2025 00:00,,,,,,,,
53923,29-09-2023,Enterprise,7999,Paid Ads,1068,No,,,,,,,,,
53924,02-08-2024,Enterprise,7999,Social Media,442,Yes,15-07-2025 00:00,,,,,,,,
53925,09-09-2023,Pro,2499,Social Media,1834,No,,,,,,,,,
53926,13-07-2024,Basic,999,Organic,699,Yes,18-12-2024 00:00,,,,,,,,
53927,26-11-2024,Basic,999,Paid Ads,270,No,,,,,,,,,
53928,29-11-2024,Basic,999,Organic,1160,No,,,,,,,,,
53929,31-03-2023,Basic,999,Social Media,1758,No,,,,,,,,,
53930,21-03-2024,Basic,999,Organic,1324,Yes,29-06-2024 00:00,,,,,,,,
53931,28-11-2023,Basic,999,Organic,1187,Yes,13-11-2024 00:00,,,,,,,,
53932,19-05-2023,Pro,2499,Social Media,1609,No,,,,,,,,,
53933,23-12-2023,Basic,999,Referral,554,No,,,,,,,,,
53934,23-08-2024,Pro,2499,Referral,1823,No,,,,,,,,,
53935,01-10-2023,Enterprise,7999,Paid Ads,826,Yes,19-12-2023 00:00,,,,,,,,
53936,19-01-2023,Pro,2499,Organic,1532,No,,,,,,,,,
53937,07-11-2023,Pro,2499,Paid Ads,986,No,,,,,,,,,
53938,03-06-2023,Pro,2499,Organic,1105,No,,,,,,,,,
53939,25-01-2024,Basic,999,Paid Ads,854,No,,,,,,,,,
53940,17-09-2023,Basic,999,Paid Ads,249,Yes,02-09-2024 00:00,,,,,,,,
53941,11-09-2024,Basic,999,Social Media,1625,Yes,06-09-2025 00:00,,,,,,,,
53942,24-07-2024,Basic,999,Referral,735,No,,,,,,,,,
53943,05-05-2023,Pro,2499,Referral,1066,Yes,24-06-2023 00:00,,,,,,,,
53944,20-12-2023,Enterprise,7999,Referral,809,Yes,25-06-2024 00:00,,,,,,,,
53945,30-09-2023,Enterprise,7999,Social Media,1671,Yes,11-06-2024 00:00,,,,,,,,
53946,10-09-2024,Basic,999,Referral,1937,No,,,,,,,,,
53947,02-09-2023,Enterprise,7999,Social Media,377,No,,,,,,,,,
53948,25-03-2024,Basic,999,Organic,134,No,,,,,,,,,
53949,04-09-2023,Pro,2499,Social Media,1748,No,,,,,,,,,
53950,03-06-2024,Basic,999,Paid Ads,274,No,,,,,,,,,
53951,21-05-2023,Basic,999,Paid Ads,1156,Yes,07-07-2023 00:00,,,,,,,,
53952,28-12-2023,Basic,999,Organic,1848,No,,,,,,,,,
53953,08-01-2023,Enterprise,7999,Organic,814,No,,,,,,,,,
53954,22-04-2024,Basic,999,Paid Ads,1520,No,,,,,,,,,
53955,18-12-2023,Basic,999,Referral,353,Yes,08-11-2024 00:00,,,,,,,,
53956,09-05-2024,Enterprise,7999,Referral,667,Yes,11-12-2024 00:00,,,,,,,,
53957,28-08-2024,Enterprise,7999,Referral,422,No,,,,,,,,,
53958,02-03-2024,Basic,999,Organic,112,Yes,07-06-2024 00:00,,,,,,,,
53959,08-02-2023,Pro,2499,Paid Ads,149,No,,,,,,,,,
53960,15-08-2024,Basic,999,Social Media,1883,Yes,30-10-2024 00:00,,,,,,,,
53961,06-07-2023,Basic,999,Organic,1356,Yes,03-01-2024 00:00,,,,,,,,
53962,18-08-2024,Basic,999,Paid Ads,1052,No,,,,,,,,,
53963,22-08-2024,Basic,999,Referral,1093,No,,,,,,,,,
53964,03-04-2023,Pro,2499,Referral,1663,No,,,,,,,,,
53965,27-03-2023,Pro,2499,Referral,715,No,,,,,,,,,
53966,13-02-2023,Basic,999,Paid Ads,965,No,,,,,,,,,
53967,17-05-2023,Pro,2499,Referral,195,No,,,,,,,,,
53968,25-02-2024,Pro,2499,Paid Ads,442,No,,,,,,,,,
53969,15-03-2023,Basic,999,Organic,955,No,,,,,,,,,
53970,01-07-2024,Basic,999,Social Media,292,Yes,14-01-2025 00:00,,,,,,,,
53971,04-09-2024,Pro,2499,Referral,610,Yes,04-05-2025 00:00,,,,,,,,
53972,26-05-2024,Pro,2499,Organic,1574,No,,,,,,,,,
53973,05-06-2023,Pro,2499,Organic,1248,No,,,,,,,,,
53974,12-09-2023,Pro,2499,Paid Ads,1204,No,,,,,,,,,
53975,20-06-2023,Basic,999,Organic,106,Yes,17-10-2023 00:00,,,,,,,,
53976,28-12-2024,Pro,2499,Paid Ads,429,Yes,09-05-2025 00:00,,,,,,,,
53977,19-06-2023,Basic,999,Paid Ads,182,No,,,,,,,,,
53978,18-11-2023,Enterprise,7999,Organic,1659,No,,,,,,,,,
53979,20-07-2024,Pro,2499,Paid Ads,1004,No,,,,,,,,,
53980,31-03-2024,Basic,999,Paid Ads,725,No,,,,,,,,,
53981,25-08-2024,Basic,999,Paid Ads,626,No,,,,,,,,,
53982,04-09-2024,Pro,2499,Organic,1236,No,,,,,,,,,
53983,04-06-2023,Basic,999,Social Media,539,No,,,,,,,,,
53984,15-12-2023,Pro,2499,Paid Ads,989,Yes,21-03-2024 00:00,,,,,,,,
53985,26-03-2024,Pro,2499,Referral,1977,No,,,,,,,,,
53986,14-10-2024,Pro,2499,Organic,861,No,,,,,,,,,
53987,22-06-2023,Basic,999,Organic,1123,No,,,,,,,,,
53988,10-01-2023,Pro,2499,Paid Ads,1780,No,,,,,,,,,
53989,22-09-2023,Enterprise,7999,Organic,118,Yes,24-07-2024 00:00,,,,,,,,
53990,13-03-2024,Enterprise,7999,Referral,108,No,,,,,,,,,
53991,04-09-2023,Pro,2499,Social Media,1955,No,,,,,,,,,
53992,28-10-2024,Enterprise,7999,Organic,1308,No,,,,,,,,,
53993,29-06-2024,Pro,2499,Organic,1161,Yes,01-02-2025 00:00,,,,,,,,
53994,13-05-2024,Basic,999,Organic,822,Yes,10-03-2025 00:00,,,,,,,,
53995,09-05-2023,Pro,2499,Paid Ads,1003,No,,,,,,,,,
53996,02-11-2024,Basic,999,Referral,233,No,,,,,,,,,
53997,23-08-2024,Basic,999,Social Media,1225,No,,,,,,,,,
53998,27-08-2024,Basic,999,Referral,1272,No,,,,,,,,,
53999,23-11-2023,Pro,2499,Referral,192,No,,,,,,,,,
54000,08-02-2024,Pro,2499,Organic,901,No,,,,,,,,,
54001,20-09-2024,Pro,2499,Social Media,1263,No,,,,,,,,,
54002,28-08-2024,Basic,999,Referral,1418,No,,,,,,,,,
54003,05-11-2024,Basic,999,Social Media,963,No,,,,,,,,,
54004,02-09-2024,Basic,999,Paid Ads,873,No,,,,,,,,,
54005,16-09-2024,Pro,2499,Organic,1716,No,,,,,,,,,
54006,25-12-2023,Basic,999,Paid Ads,643,No,,,,,,,,,
54007,25-08-2024,Basic,999,Social Media,287,Yes,07-06-2025 00:00,,,,,,,,
54008,18-12-2024,Basic,999,Organic,235,No,,,,,,,,,
54009,17-01-2023,Pro,2499,Paid Ads,265,Yes,05-07-2023 00:00,,,,,,,,
54010,01-10-2023,Enterprise,7999,Organic,1600,No,,,,,,,,,
54011,15-11-2024,Pro,2499,Paid Ads,1090,Yes,09-03-2025 00:00,,,,,,,,
54012,26-04-2023,Basic,999,Referral,1270,Yes,04-10-2023 00:00,,,,,,,,
54013,23-11-2024,Basic,999,Organic,344,No,,,,,,,,,
54014,01-04-2023,Basic,999,Social Media,1306,No,,,,,,,,,
54015,23-03-2023,Basic,999,Organic,1132,No,,,,,,,,,
54016,20-11-2023,Basic,999,Social Media,1559,No,,,,,,,,,
54017,24-04-2023,Basic,999,Paid Ads,1279,No,,,,,,,,,
54018,27-02-2023,Basic,999,Paid Ads,929,No,,,,,,,,,
54019,03-06-2023,Basic,999,Social Media,787,No,,,,,,,,,
54020,08-02-2024,Basic,999,Paid Ads,213,No,,,,,,,,,
54021,19-09-2024,Pro,2499,Organic,1878,Yes,22-06-2025 00:00,,,,,,,,
54022,23-09-2023,Enterprise,7999,Paid Ads,266,No,,,,,,,,,
54023,11-11-2023,Enterprise,7999,Social Media,587,No,,,,,,,,,
54024,15-12-2024,Basic,999,Social Media,536,No,,,,,,,,,
54025,10-02-2023,Basic,999,Referral,322,Yes,10-08-2023 00:00,,,,,,,,
54026,15-04-2023,Enterprise,7999,Social Media,290,No,,,,,,,,,
54027,12-07-2023,Basic,999,Paid Ads,1910,No,,,,,,,,,
54028,05-02-2024,Pro,2499,Social Media,1924,No,,,,,,,,,
54029,05-10-2023,Pro,2499,Paid Ads,675,No,,,,,,,,,
54030,20-12-2023,Enterprise,7999,Paid Ads,893,No,,,,,,,,,
54031,02-08-2024,Enterprise,7999,Referral,272,No,,,,,,,,,
54032,09-12-2024,Pro,2499,Paid Ads,1380,No,,,,,,,,,
54033,13-09-2023,Pro,2499,Social Media,1838,No,,,,,,,,,
54034,12-10-2024,Basic,999,Social Media,549,Yes,03-05-2025 00:00,,,,,,,,
54035,22-10-2024,Basic,999,Social Media,1624,Yes,18-01-2025 00:00,,,,,,,,
54036,09-04-2023,Basic,999,Paid Ads,176,No,,,,,,,,,
54037,10-08-2024,Basic,999,Social Media,714,Yes,06-05-2025 00:00,,,,,,,,
54038,09-10-2023,Basic,999,Organic,325,No,,,,,,,,,
54039,07-02-2024,Basic,999,Organic,1349,No,,,,,,,,,
54040,19-04-2023,Enterprise,7999,Social Media,838,No,,,,,,,,,
54041,30-11-2024,Basic,999,Paid Ads,1731,Yes,06-02-2025 00:00,,,,,,,,
54042,18-07-2023,Basic,999,Social Media,1040,No,,,,,,,,,
54043,30-10-2023,Basic,999,Organic,175,No,,,,,,,,,
54044,23-11-2023,Pro,2499,Paid Ads,1156,No,,,,,,,,,
54045,03-06-2023,Basic,999,Social Media,1717,No,,,,,,,,,
54046,05-07-2024,Enterprise,7999,Paid Ads,168,Yes,15-10-2024 00:00,,,,,,,,
54047,06-10-2024,Pro,2499,Social Media,1974,No,,,,,,,,,
54048,09-02-2024,Pro,2499,Referral,514,No,,,,,,,,,
54049,06-04-2024,Basic,999,Paid Ads,830,Yes,29-08-2024 00:00,,,,,,,,
54050,12-05-2023,Basic,999,Organic,1571,No,,,,,,,,,
54051,25-03-2023,Pro,2499,Organic,461,No,,,,,,,,,
54052,03-02-2024,Basic,999,Organic,969,Yes,23-09-2024 00:00,,,,,,,,
54053,19-09-2024,Basic,999,Organic,1493,No,,,,,,,,,
54054,19-04-2023,Basic,999,Social Media,1522,No,,,,,,,,,
54055,09-08-2023,Enterprise,7999,Social Media,1937,No,,,,,,,,,
54056,06-07-2024,Basic,999,Paid Ads,1243,Yes,17-05-2025 00:00,,,,,,,,
54057,03-01-2024,Enterprise,7999,Referral,1171,No,,,,,,,,,
54058,27-05-2023,Basic,999,Referral,167,No,,,,,,,,,
54059,22-04-2023,Pro,2499,Paid Ads,1462,Yes,25-11-2023 00:00,,,,,,,,
54060,06-09-2024,Pro,2499,Organic,1208,No,,,,,,,,,
54061,11-07-2024,Basic,999,Referral,1035,No,,,,,,,,,
54062,08-05-2024,Basic,999,Referral,476,No,,,,,,,,,
54063,19-05-2024,Basic,999,Paid Ads,1508,No,,,,,,,,,
54064,19-04-2024,Basic,999,Organic,375,No,,,,,,,,,
54065,28-09-2023,Pro,2499,Social Media,867,Yes,13-12-2023 00:00,,,,,,,,
54066,25-02-2024,Basic,999,Social Media,1049,No,,,,,,,,,
54067,07-12-2024,Pro,2499,Referral,304,No,,,,,,,,,
54068,02-01-2024,Basic,999,Social Media,844,Yes,21-08-2024 00:00,,,,,,,,
54069,07-10-2023,Basic,999,Paid Ads,1188,Yes,13-11-2023 00:00,,,,,,,,
54070,10-10-2023,Pro,2499,Referral,1010,No,,,,,,,,,
54071,09-02-2023,Pro,2499,Referral,1952,No,,,,,,,,,
54072,08-07-2023,Basic,999,Organic,1202,No,,,,,,,,,
54073,13-06-2023,Pro,2499,Social Media,1649,No,,,,,,,,,
54074,19-06-2024,Basic,999,Organic,424,Yes,01-12-2024 00:00,,,,,,,,
54075,19-06-2024,Enterprise,7999,Referral,477,No,,,,,,,,,
54076,04-01-2023,Basic,999,Social Media,916,Yes,04-11-2023 00:00,,,,,,,,
54077,17-10-2023,Basic,999,Organic,780,No,,,,,,,,,
54078,08-03-2024,Pro,2499,Social Media,770,Yes,09-06-2024 00:00,,,,,,,,
54079,15-04-2024,Basic,999,Referral,727,No,,,,,,,,,
54080,30-06-2023,Basic,999,Referral,1469,No,,,,,,,,,
54081,05-09-2023,Basic,999,Referral,1117,No,,,,,,,,,
54082,19-09-2024,Enterprise,7999,Paid Ads,1827,No,,,,,,,,,
54083,06-10-2023,Enterprise,7999,Organic,1980,Yes,24-06-2024 00:00,,,,,,,,
54084,03-08-2024,Pro,2499,Organic,534,No,,,,,,,,,
54085,11-09-2023,Basic,999,Referral,1818,Yes,16-04-2024 00:00,,,,,,,,
54086,30-06-2023,Pro,2499,Organic,984,No,,,,,,,,,
54087,11-11-2024,Basic,999,Referral,1501,Yes,24-04-2025 00:00,,,,,,,,
54088,23-05-2024,Basic,999,Organic,1866,No,,,,,,,,,
54089,30-11-2024,Enterprise,7999,Social Media,1803,No,,,,,,,,,
54090,19-07-2024,Basic,999,Organic,1138,Yes,13-06-2025 00:00,,,,,,,,
54091,22-11-2023,Basic,999,Referral,1577,No,,,,,,,,,
54092,23-12-2023,Enterprise,7999,Organic,1316,No,,,,,,,,,
54093,11-10-2024,Pro,2499,Social Media,1356,No,,,,,,,,,
54094,10-11-2024,Basic,999,Social Media,1386,No,,,,,,,,,
54095,26-01-2024,Basic,999,Social Media,545,Yes,07-09-2024 00:00,,,,,,,,
54096,06-09-2024,Pro,2499,Referral,153,Yes,28-08-2025 00:00,,,,,,,,
54097,26-03-2023,Basic,999,Paid Ads,791,Yes,01-11-2023 00:00,,,,,,,,
54098,13-11-2023,Basic,999,Referral,103,No,,,,,,,,,
54099,31-07-2023,Basic,999,Social Media,356,No,,,,,,,,,
54100,29-05-2024,Enterprise,7999,Organic,1484,No,,,,,,,,,
54101,19-01-2024,Basic,999,Social Media,933,No,,,,,,,,,
54102,21-11-2024,Basic,999,Paid Ads,1363,Yes,14-02-2025 00:00,,,,,,,,
54103,08-12-2023,Basic,999,Paid Ads,581,No,,,,,,,,,
54104,07-02-2023,Basic,999,Social Media,1798,No,,,,,,,,,
54105,25-05-2024,Basic,999,Referral,560,No,,,,,,,,,
54106,24-02-2024,Enterprise,7999,Paid Ads,948,No,,,,,,,,,
54107,18-06-2023,Enterprise,7999,Social Media,1261,Yes,14-11-2023 00:00,,,,,,,,
54108,09-12-2023,Basic,999,Referral,1574,Yes,05-09-2024 00:00,,,,,,,,
54109,02-11-2023,Enterprise,7999,Organic,1447,No,,,,,,,,,
54110,25-06-2024,Basic,999,Referral,572,Yes,06-08-2024 00:00,,,,,,,,
54111,02-12-2024,Pro,2499,Paid Ads,1864,No,,,,,,,,,
54112,20-06-2024,Basic,999,Referral,1737,No,,,,,,,,,
54113,22-04-2023,Enterprise,7999,Referral,1600,No,,,,,,,,,
54114,15-02-2024,Basic,999,Organic,292,No,,,,,,,,,
54115,25-07-2023,Pro,2499,Social Media,406,No,,,,,,,,,
54116,04-07-2023,Pro,2499,Referral,1665,No,,,,,,,,,
54117,17-01-2024,Basic,999,Organic,1930,No,,,,,,,,,
54118,10-05-2024,Basic,999,Paid Ads,858,No,,,,,,,,,
54119,14-01-2024,Basic,999,Social Media,1005,No,,,,,,,,,
54120,16-02-2023,Pro,2499,Paid Ads,320,No,,,,,,,,,
54121,04-07-2024,Basic,999,Social Media,271,No,,,,,,,,,
54122,11-06-2024,Pro,2499,Referral,1283,Yes,24-05-2025 00:00,,,,,,,,
54123,18-05-2024,Enterprise,7999,Referral,271,No,,,,,,,,,
54124,22-01-2023,Basic,999,Social Media,1186,No,,,,,,,,,
54125,01-08-2023,Basic,999,Paid Ads,1696,No,,,,,,,,,
54126,06-11-2023,Pro,2499,Paid Ads,1188,Yes,18-09-2024 00:00,,,,,,,,
54127,22-10-2024,Pro,2499,Paid Ads,1292,No,,,,,,,,,
54128,29-09-2023,Enterprise,7999,Referral,180,No,,,,,,,,,
54129,24-07-2024,Basic,999,Social Media,858,No,,,,,,,,,
54130,21-07-2023,Basic,999,Social Media,1391,No,,,,,,,,,
54131,01-02-2023,Pro,2499,Paid Ads,1503,Yes,17-08-2023 00:00,,,,,,,,
54132,18-03-2024,Pro,2499,Referral,1893,No,,,,,,,,,
54133,11-06-2023,Pro,2499,Social Media,172,No,,,,,,,,,
54134,11-09-2023,Basic,999,Social Media,431,Yes,18-08-2024 00:00,,,,,,,,
54135,04-06-2024,Basic,999,Paid Ads,1311,No,,,,,,,,,
54136,12-10-2024,Basic,999,Paid Ads,1148,No,,,,,,,,,
54137,24-04-2024,Enterprise,7999,Social Media,327,No,,,,,,,,,
54138,10-01-2023,Basic,999,Referral,1241,No,,,,,,,,,
54139,26-12-2024,Pro,2499,Organic,1568,No,,,,,,,,,
54140,19-05-2024,Pro,2499,Social Media,1231,No,,,,,,,,,
54141,13-07-2024,Basic,999,Social Media,341,Yes,03-12-2024 00:00,,,,,,,,
54142,11-03-2024,Basic,999,Referral,1734,Yes,07-03-2025 00:00,,,,,,,,
54143,21-04-2023,Pro,2499,Social Media,1657,No,,,,,,,,,
54144,02-06-2023,Basic,999,Organic,1604,No,,,,,,,,,
54145,26-09-2024,Basic,999,Referral,602,No,,,,,,,,,
54146,12-04-2023,Basic,999,Organic,1621,No,,,,,,,,,
54147,10-07-2023,Pro,2499,Organic,1179,No,,,,,,,,,
54148,29-12-2024,Enterprise,7999,Social Media,1272,No,,,,,,,,,
54149,16-07-2024,Pro,2499,Organic,1434,No,,,,,,,,,
54150,22-03-2023,Pro,2499,Social Media,651,No,,,,,,,,,
54151,03-05-2024,Pro,2499,Social Media,1785,No,,,,,,,,,
54152,29-03-2023,Pro,2499,Referral,1023,Yes,30-05-2023 00:00,,,,,,,,
54153,13-07-2023,Enterprise,7999,Referral,220,Yes,02-07-2024 00:00,,,,,,,,
54154,14-04-2023,Basic,999,Referral,1895,No,,,,,,,,,
54155,06-04-2023,Basic,999,Social Media,125,No,,,,,,,,,
54156,27-02-2024,Enterprise,7999,Organic,1235,No,,,,,,,,,
54157,17-07-2023,Pro,2499,Organic,610,No,,,,,,,,,
54158,01-01-2023,Basic,999,Referral,980,Yes,25-09-2023 00:00,,,,,,,,
54159,11-02-2024,Enterprise,7999,Referral,122,No,,,,,,,,,
54160,13-01-2024,Basic,999,Social Media,1804,Yes,15-07-2024 00:00,,,,,,,,
54161,16-06-2023,Basic,999,Paid Ads,1949,Yes,12-06-2024 00:00,,,,,,,,
54162,23-05-2024,Pro,2499,Paid Ads,1387,No,,,,,,,,,
54163,29-09-2024,Basic,999,Social Media,215,No,,,,,,,,,
54164,09-11-2023,Pro,2499,Paid Ads,579,No,,,,,,,,,
54165,15-08-2024,Basic,999,Paid Ads,406,No,,,,,,,,,
54166,22-02-2024,Basic,999,Paid Ads,330,No,,,,,,,,,
54167,11-11-2024,Pro,2499,Referral,800,No,,,,,,,,,
54168,21-04-2024,Pro,2499,Organic,591,No,,,,,,,,,
54169,14-03-2023,Basic,999,Organic,868,No,,,,,,,,,
54170,21-05-2023,Enterprise,7999,Referral,1243,No,,,,,,,,,
54171,04-08-2024,Pro,2499,Referral,385,Yes,31-03-2025 00:00,,,,,,,,
54172,19-09-2023,Basic,999,Referral,1087,No,,,,,,,,,
54173,06-12-2023,Basic,999,Paid Ads,1908,No,,,,,,,,,
54174,04-11-2023,Pro,2499,Social Media,1530,No,,,,,,,,,
54175,02-09-2023,Pro,2499,Social Media,1481,Yes,30-11-2023 00:00,,,,,,,,
54176,29-05-2024,Basic,999,Paid Ads,989,No,,,,,,,,,
54177,03-12-2023,Basic,999,Paid Ads,1275,No,,,,,,,,,
54178,28-07-2024,Basic,999,Referral,697,No,,,,,,,,,
54179,14-07-2024,Basic,999,Referral,1448,Yes,23-10-2024 00:00,,,,,,,,
54180,17-03-2023,Pro,2499,Organic,956,No,,,,,,,,,
54181,24-06-2023,Enterprise,7999,Referral,938,No,,,,,,,,,
54182,19-04-2023,Basic,999,Paid Ads,1369,No,,,,,,,,,
54183,02-07-2023,Enterprise,7999,Organic,1949,No,,,,,,,,,
54184,11-07-2023,Enterprise,7999,Referral,1017,No,,,,,,,,,
54185,06-03-2023,Enterprise,7999,Organic,1438,Yes,28-04-2023 00:00,,,,,,,,
54186,18-04-2024,Enterprise,7999,Organic,1039,Yes,06-06-2024 00:00,,,,,,,,
54187,10-04-2023,Pro,2499,Referral,904,No,,,,,,,,,
54188,27-06-2024,Pro,2499,Social Media,261,No,,,,,,,,,
54189,08-05-2023,Basic,999,Paid Ads,711,No,,,,,,,,,
54190,27-03-2024,Basic,999,Paid Ads,1492,Yes,28-09-2024 00:00,,,,,,,,
54191,04-01-2024,Enterprise,7999,Organic,1308,No,,,,,,,,,
54192,12-02-2023,Basic,999,Social Media,1052,No,,,,,,,,,
54193,23-02-2024,Basic,999,Social Media,375,No,,,,,,,,,
54194,02-05-2024,Basic,999,Referral,1096,Yes,08-02-2025 00:00,,,,,,,,
54195,19-03-2023,Pro,2499,Referral,628,No,,,,,,,,,
54196,27-09-2023,Pro,2499,Paid Ads,1559,No,,,,,,,,,
54197,04-11-2024,Basic,999,Referral,1383,Yes,01-02-2025 00:00,,,,,,,,
54198,01-12-2024,Basic,999,Referral,1058,No,,,,,,,,,
54199,28-12-2024,Pro,2499,Organic,1368,No,,,,,,,,,
54200,11-11-2023,Basic,999,Social Media,1941,No,,,,,,,,,
54201,17-06-2023,Pro,2499,Social Media,1461,No,,,,,,,,,
54202,05-12-2023,Basic,999,Referral,149,No,,,,,,,,,
54203,12-07-2023,Enterprise,7999,Referral,1395,No,,,,,,,,,
54204,28-03-2024,Pro,2499,Referral,1358,Yes,15-06-2024 00:00,,,,,,,,
54205,10-10-2023,Pro,2499,Paid Ads,683,Yes,08-03-2024 00:00,,,,,,,,
54206,02-12-2023,Pro,2499,Paid Ads,1952,Yes,02-10-2024 00:00,,,,,,,,
54207,25-01-2024,Basic,999,Organic,1679,No,,,,,,,,,
54208,08-06-2024,Basic,999,Paid Ads,1013,Yes,15-09-2024 00:00,,,,,,,,
54209,28-08-2023,Pro,2499,Social Media,1429,No,,,,,,,,,
54210,27-04-2024,Enterprise,7999,Paid Ads,576,No,,,,,,,,,
54211,20-10-2024,Basic,999,Social Media,587,No,,,,,,,,,
54212,16-12-2024,Pro,2499,Paid Ads,179,No,,,,,,,,,
54213,14-08-2024,Enterprise,7999,Paid Ads,1409,No,,,,,,,,,
54214,08-07-2024,Pro,2499,Organic,660,Yes,21-02-2025 00:00,,,,,,,,
54215,02-04-2024,Pro,2499,Referral,1221,No,,,,,,,,,
54216,30-03-2023,Pro,2499,Referral,1601,No,,,,,,,,,
54217,21-10-2024,Enterprise,7999,Referral,505,No,,,,,,,,,
54218,05-04-2023,Enterprise,7999,Organic,636,No,,,,,,,,,
54219,27-03-2024,Enterprise,7999,Social Media,1849,Yes,14-12-2024 00:00,,,,,,,,
54220,03-03-2024,Pro,2499,Paid Ads,1691,No,,,,,,,,,
54221,31-05-2023,Basic,999,Organic,354,No,,,,,,,,,
54222,28-05-2024,Basic,999,Social Media,1059,Yes,02-01-2025 00:00,,,,,,,,
54223,11-01-2024,Basic,999,Organic,1791,No,,,,,,,,,
54224,22-01-2023,Enterprise,7999,Organic,586,Yes,24-11-2023 00:00,,,,,,,,
54225,09-11-2023,Enterprise,7999,Social Media,1796,No,,,,,,,,,
54226,02-06-2024,Pro,2499,Referral,1317,No,,,,,,,,,
